,Team,Prize,NumTournaments,Year
388,Mexican National Team,"$9,450.00",2 Tournaments,2018
389,Big 5 Esports,"$9,438.75",4 Tournaments,2018
390,Hanwha Life Esports,"$9,180.00",1 Tournament,2018
391,The MongolZ,"$9,094.58",2 Tournaments,2018
392,Vexed Gaming,"$9,032.52",6 Tournaments,2018
393,Simplicity Esports,"$8,913.00",1 Tournament,2018
394,Furious Gaming,"$8,736.83",8 Tournaments,2018
395,Final-Gaming,"$8,598.67",14 Tournaments,2018
396,Tornado Energy,"$8,594.10",1 Tournament,2018
397,DAMWON Gaming,"$8,588.00",1 Tournament,2018
398,VfL Wolfsburg,"$8,554.47",4 Tournaments,2018
399,Chilean National Team,"$8,000.00",1 Tournament,2018
400,Illuminate,"$8,000.00",1 Tournament,2018
401,Romanian National Team,"$8,000.00",2 Tournaments,2018
402,Lilmix,"$7,722.68",3 Tournaments,2018
403,CJ Entus,"$7,576.00",2 Tournaments,2018
404,CDEC Gaming,"$7,571.50",3 Tournaments,2018
405,DETONA Gaming,"$7,213.26",10 Tournaments,2018
406,Grow uP Gaming,"$7,113.46",4 Tournaments,2018
407,SYF Gaming,"$7,036.68",4 Tournaments,2018
408,Mentality Esports,"$7,026.80",12 Tournaments,2018
409,Lunatic-hai,"$7,011.00",2 Tournaments,2018
410,The Peeps,"$7,000.00",1 Tournament,2018
411,Triple Trouble,"$6,813.17",5 Tournaments,2018
412,Dynasty,"$6,749.41",6 Tournaments,2018
413,Goliath Gaming,"$6,517.14",5 Tournaments,2018
414,5Power Gaming,"$6,500.00",2 Tournaments,2018
415,beastcoast,"$6,297.24",16 Tournaments,2018
416,Team Sampi,"$5,944.59",2 Tournaments,2018
417,Dead Pixels,"$5,912.45",11 Tournaments,2018
418,Miami Flamingos e-Sports,"$5,905.92",9 Tournaments,2018
419,ECSTATIC,"$5,747.20",4 Tournaments,2018
420,Romandy Gaming,"$5,738.51",15 Tournaments,2018
421,Hippomaniacs,"$5,670.93",4 Tournaments,2018
422,VGBootCamp,"$5,508.32",16 Tournaments,2018
423,Lux Gaming,"$5,500.00",2 Tournaments,2018
424,orKs Grand Poitiers,"$5,444.15",3 Tournaments,2018
425,Justice Esports,"$5,324.38",4 Tournaments,2018
426,Team Beast,"$5,310.00",1 Tournament,2018
427,Mythic,"$5,125.00",2 Tournaments,2018
428,Wayi Spider,"$5,077.35",5 Tournaments,2018
429,eRa Eternity,"$5,000.00",1 Tournament,2018
430,Haas F1 Esports Team,"$5,000.00",1 Tournament,2018
431,Brussels Guardians,"$4,891.06",3 Tournaments,2018
432,Syman Gaming,"$4,781.25",4 Tournaments,2018
433,Elgiganten Gaming,"$4,700.00",2 Tournaments,2018
434,Orange Esports,"$4,531.45",1 Tournament,2018
435,Project EVERSIO,"$4,501.44",6 Tournaments,2018
436,Team Oplon,"$4,480.73",6 Tournaments,2018
437,Czech National Team,"$4,400.00",1 Tournament,2018
438,Indonesian National Team,"$4,400.00",1 Tournament,2018
439,Imperial Esports,"$4,384.55",4 Tournaments,2018
440,iGame.com,"$4,225.45",2 Tournaments,2018
441,London Esports,"$4,221.90",2 Tournaments,2018
442,Operation Kino eSports,"$4,192.46",5 Tournaments,2018
443,2GGaming,"$4,182.92",4 Tournaments,2018
444,k23,"$4,011.00",1 Tournament,2018
445,Belarusian National Team,"$4,000.00",1 Tournament,2018
446,Unsold Stuff Gaming,"$4,000.00",1 Tournament,2018
447,DuSt Gaming,"$3,960.75",20 Tournaments,2018
448,Riddle Esports,"$3,945.76",2 Tournaments,2018
449,dizLown,"$3,902.30",2 Tournaments,2018
450,EnD Gaming,"$3,892.37",2 Tournaments,2018
451,Zerator,"$3,697.09",6 Tournaments,2018
452,White Rabbit Gaming,"$3,682.90",1 Tournament,2018
453,Sinister5,"$3,670.69",3 Tournaments,2018
454,Hungarian National Team,"$3,600.00",1 Tournament,2018
455,Israel National Team,"$3,600.00",1 Tournament,2018
456,Slovakian National Team,"$3,600.00",1 Tournament,2018
457,Brutality,"$3,539.69",2 Tournaments,2018
458,AVENUE eSports,"$3,511.26",1 Tournament,2018
459,Disrupt Gaming,"$3,500.00",2 Tournaments,2018
460,CeX,"$3,375.39",4 Tournaments,2018
461,Fursan Esports,"$3,300.00",4 Tournaments,2018
462,Aftermath,"$3,279.00",5 Tournaments,2018
463,Rascal Jester,"$3,275.00",2 Tournaments,2018
464,Monolith Gaming,"$3,224.00",2 Tournaments,2018
465,Malvinas Gaming,"$3,208.63",4 Tournaments,2018
466,Argentinian National Team,"$3,200.00",1 Tournament,2018
467,Croatian National Team,"$3,200.00",1 Tournament,2018
468,Malay National Team,"$3,200.00",1 Tournament,2018
469,Philippines National Team,"$3,200.00",1 Tournament,2018
470,Turkish National Team,"$3,200.00",1 Tournament,2018
471,Elite Wolves,"$3,150.00",3 Tournaments,2018
472,nerdRage,"$3,137.70",3 Tournaments,2018
473,Game Fist,"$3,027.43",2 Tournaments,2018
474,Fierce Esports,"$3,015.20",2 Tournaments,2018
475,Flash Gaming,"$3,000.00",1 Tournament,2018
476,Gorillaz-Pride,"$3,000.00",2 Tournaments,2018
477,Selfless Gaming,"$3,000.00",1 Tournament,2018
478,ZETA DIVISION,"$3,000.00",1 Tournament,2018
479,IsIMBA,"$2,946.85",4 Tournaments,2018
480,Balance Gaming,"$2,928.87",14 Tournaments,2018
481,Team Requiem,"$2,922.34",3 Tournaments,2018
482,Team Viral,"$2,917.96",13 Tournaments,2018
483,FunPlus Phoenix,"$2,909.38",2 Tournaments,2018
484,Sengoku Gaming,"$2,903.00",1 Tournament,2018
485,Valhalla Vikings,"$2,844.55",1 Tournament,2018
486,Exile5,"$2,664.09",9 Tournaments,2018
487,Team YP,"$2,663.40",4 Tournaments,2018
488,ONE Team,"$2,612.33",1 Tournament,2018
489,Playing Ducks,"$2,603.29",3 Tournaments,2018
490,Konix eSport,"$2,494.50",7 Tournaments,2018
491,FStep,"$2,493.80",8 Tournaments,2018
492,Mazer Gaming,"$2,460.00",1 Tournament,2018
493,Granit Gaming,"$2,212.00",1 Tournament,2018
494,Big Frames,"$2,200.00",1 Tournament,2018
495,Lebanon National Team,"$2,178.32",1 Tournament,2018
496,War Legend,"$2,128.81",3 Tournaments,2018
497,T Show,"$2,061.60",2 Tournaments,2018
498,Omnislash,"$2,000.00",1 Tournament,2018
499,Thunder Awaken,"$2,000.00",2 Tournaments,2018
500,Wizards Esports Club,"$2,000.00",1 Tournament,2018
501,Radix eSports,"$1,956.00",2 Tournaments,2018
502,LiViD Gaming,"$1,909.00",1 Tournament,2018
503,Paradox Esports,"$1,855.12",2 Tournaments,2018
504,Team GamerLegion,"$1,723.59",2 Tournaments,2018
505,Planetkey Dynamics,"$1,659.16",2 Tournaments,2018
506,Myth Gaming,"$1,600.00",2 Tournaments,2018
507,Buriram United Esports,"$1,571.70",1 Tournament,2018
508,Rave,"$1,500.00",1 Tournament,2018
509,Smash Studios,"$1,317.40",5 Tournaments,2018
510,EXPLOSIVE,"$1,250.00",1 Tournament,2018
511,Fly Society,"$1,205.30",5 Tournaments,2018
512,Game Agents,"$1,198.22",2 Tournaments,2018
513,Control Gaming,"$1,168.50",8 Tournaments,2018
514,EarthRoot Gaming,$932.80,7 Tournaments,2018
515,ESPADA,$890.20,1 Tournament,2018
516,Fraternitas,$836.69,2 Tournaments,2018
517,Team XENEX,$830.00,2 Tournaments,2018
518,King of Gamers Club,$785.85,1 Tournament,2018
519,Most Valuable Gaming,$702.30,3 Tournaments,2018
520,Team Blacer,$666.90,4 Tournaments,2018
521,Good Game Labs,$642.62,3 Tournaments,2018
522,ArkAngel,$600.00,1 Tournament,2018
523,NASR eSports,$600.00,1 Tournament,2018
524,Mirage,$582.38,1 Tournament,2018
525,squad,$570.56,3 Tournaments,2018
526,Empire Arcadia,$519.00,3 Tournaments,2018
527,BOT Empire,$500.00,1 Tournament,2018
528,For Glory,$500.00,2 Tournaments,2018
529,Golden Modem Squad,$500.00,1 Tournament,2018
530,RBG Esports,$500.00,1 Tournament,2018
531,InControl Gaming,$498.00,5 Tournaments,2018
532,E-corp Gaming,$492.79,1 Tournament,2018
533,Team Ascension,$448.00,1 Tournament,2018
534,Broken Tier,$418.00,2 Tournaments,2018
535,Olympus Esports,$402.40,3 Tournaments,2018
536,Exeed Esports,$375.00,2 Tournaments,2018
537,Unicorns of Love,$372.68,1 Tournament,2018
538,Eraiize,$360.51,3 Tournaments,2018
539,RELAPSE Gaming,$323.99,2 Tournaments,2018
540,Team Heir,$320.33,2 Tournaments,2018
541,Afterthought,$320.00,2 Tournaments,2018
542,Attack All Around,$304.41,1 Tournament,2018
543,Enemy,$300.00,1 Tournament,2018
544,Trident Esports,$300.00,1 Tournament,2018
545,Vicious Syndicate Gaming,$300.00,2 Tournaments,2018
546,Inside Games,$287.50,1 Tournament,2018
547,Serenity Sports,$271.70,2 Tournaments,2018
548,FATE Esports,$250.00,2 Tournaments,2018
549,Team EGO,$250.00,3 Tournaments,2018
550,GamersLeague eSport,$202.96,1 Tournament,2018
551,London Conspiracy,$200.00,1 Tournament,2018
552,Rulers of Rome,$200.00,2 Tournaments,2018
553,Red Coin,$188.80,3 Tournaments,2018
554,Armada Esports,$177.50,1 Tournament,2018
555,Alter Ego,$150.00,1 Tournament,2018
556,AS Monaco Esports,$145.68,1 Tournament,2018
557,Trail Gaming League,$127.50,1 Tournament,2018
558,Valencia CF eSports,$121.31,1 Tournament,2018
559,GameWard,$116.60,1 Tournament,2018
560,TrainHard eSport,$116.60,1 Tournament,2018
561,Notorious Legion Esport,$95.40,1 Tournament,2018
562,Dark Origin,$80.88,1 Tournament,2018
563,BOT,$25.30,3 Tournaments,2018
564,Team LeiFeng,$25.00,1 Tournament,2018
565,GameTyrant,$17.20,1 Tournament,2018
566,Team Eager,$0.00,1 Tournament,2018
0,OG,"$15,840,373.56",17 Tournaments,2019
1,Team Liquid,"$9,465,790.76",221 Tournaments,2019
2,Lazarus,"$4,162,460.88",78 Tournaments,2019
3,Paris Saint-Germain Esports,"$3,580,122.02",25 Tournaments,2019
4,Team Secret,"$3,366,282.18",89 Tournaments,2019
5,Sentinels,"$3,295,894.00",32 Tournaments,2019
6,Cooler Esport,"$3,223,428.61",25 Tournaments,2019
7,FaZe Clan,"$3,060,074.85",86 Tournaments,2019
8,Gen.G Esports,"$2,850,267.88",21 Tournaments,2019
9,100 Thieves,"$2,781,700.00",29 Tournaments,2019
10,Vici Gaming,"$2,777,395.39",31 Tournaments,2019
11,Evil Geniuses,"$2,602,984.82",56 Tournaments,2019
12,NRG Esports,"$2,537,157.82",109 Tournaments,2019
13,G2 Esports,"$2,465,448.40",61 Tournaments,2019
14,eStar Gaming,"$2,402,365.65",3 Tournaments,2019
15,Team SoloMid,"$2,295,799.93",157 Tournaments,2019
16,Astralis,"$2,154,900.00",22 Tournaments,2019
17,Royal Never Give Up,"$2,071,079.05",26 Tournaments,2019
18,Counter Logic Gaming,"$2,027,220.28",38 Tournaments,2019
19,Fnatic,"$1,895,722.14",75 Tournaments,2019
20,TnC Gaming,"$1,832,852.00",13 Tournaments,2019
21,Natus Vincere,"$1,831,216.14",49 Tournaments,2019
22,Vitality,"$1,802,403.61",93 Tournaments,2019
23,eUnited,"$1,687,092.86",73 Tournaments,2019
24,Virtus.pro,"$1,664,309.08",54 Tournaments,2019
25,San Francisco Shock,"$1,500,000.00",4 Tournaments,2019
26,LeStream Esport,"$1,350,143.05",74 Tournaments,2019
27,Ninjas in Pyjamas,"$1,292,262.53",54 Tournaments,2019
28,Newbee,"$1,248,594.06",68 Tournaments,2019
29,FunPlus Phoenix,"$1,231,806.59",12 Tournaments,2019
30,Cloud9,"$1,144,155.50",96 Tournaments,2019
31,Team Reciprocity,"$1,108,718.48",65 Tournaments,2019
32,mousesports,"$1,065,708.92",60 Tournaments,2019
33,Keen Gaming,"$1,032,437.27",21 Tournaments,2019
34,9z Team,"$1,011,258.00",8 Tournaments,2019
35,ENCE eSports,"$1,005,697.02",35 Tournaments,2019
36,Alliance,"$999,059.17",30 Tournaments,2019
37,Rogue Warriors,"$980,175.14",21 Tournaments,2019
38,Vancouver Titans,"$950,000.00",4 Tournaments,2019
39,Infamous,"$894,352.00",7 Tournaments,2019
40,Gambit Esports,"$889,297.98",61 Tournaments,2019
41,T1,"$847,408.52",50 Tournaments,2019
42,Invictus Gaming,"$835,414.81",54 Tournaments,2019
43,Mineski,"$813,602.00",6 Tournaments,2019
44,Ghost Gaming,"$790,213.43",81 Tournaments,2019
45,Hero JiuJing,"$784,851.16",4 Tournaments,2019
46,Nova eSports,"$734,430.80",26 Tournaments,2019
47,Valhalla Vikings,"$719,000.00",8 Tournaments,2019
48,Kungarna,"$708,678.00",14 Tournaments,2019
49,Tempo Storm,"$699,353.07",30 Tournaments,2019
50,Rogue,"$681,521.29",75 Tournaments,2019
51,Four Angry Men,"$676,967.90",9 Tournaments,2019
52,Team Empire,"$674,704.21",9 Tournaments,2019
53,OpTic Gaming,"$654,225.00",21 Tournaments,2019
54,New York Excelsior,"$625,587.00",8 Tournaments,2019
55,Windigo Gaming,"$607,540.00",49 Tournaments,2019
56,All Gamers,"$572,500.65",7 Tournaments,2019
57,Qiao Gu Reapers,"$562,165.77",4 Tournaments,2019
58,OGN Entus,"$561,352.58",9 Tournaments,2019
59,Solary,"$555,001.44",94 Tournaments,2019
60,FURIA Esports,"$546,879.61",30 Tournaments,2019
61,GamersOrigin,"$546,812.25",68 Tournaments,2019
62,Team Envy,"$543,475.06",41 Tournaments,2019
63,EDward Gaming,"$526,509.01",11 Tournaments,2019
64,Atlanta Reign,"$516,098.00",7 Tournaments,2019
65,AVANGAR,"$515,130.00",28 Tournaments,2019
66,Splyce,"$506,803.32",44 Tournaments,2019
67,MIBR,"$497,790.20",29 Tournaments,2019
68,Eleven Gaming,"$464,750.00",31 Tournaments,2019
69,Spacestation Gaming,"$461,752.50",50 Tournaments,2019
70,Top Esports,"$445,667.75",9 Tournaments,2019
71,Hangzhou Spark,"$425,000.00",3 Tournaments,2019
72,compLexity Gaming,"$422,465.25",62 Tournaments,2019
73,Luminosity Gaming,"$408,265.39",41 Tournaments,2019
74,Los Angeles Gladiators,"$396,427.00",6 Tournaments,2019
75,Nordavind,"$386,940.05",39 Tournaments,2019
76,Renegades,"$381,559.45",36 Tournaments,2019
77,Misfits,"$379,988.15",22 Tournaments,2019
78,EHOME,"$379,366.70",15 Tournaments,2019
79,AGO Esports,"$356,960.05",35 Tournaments,2019
80,Buriram United Esports,"$343,066.00",5 Tournaments,2019
81,SK Gaming,"$335,789.96",20 Tournaments,2019
82,EVOS Esports,"$331,650.40",25 Tournaments,2019
83,forZe,"$327,100.10",31 Tournaments,2019
84,ahq e-Sports Club,"$323,049.54",18 Tournaments,2019
85,London Spitfire,"$319,898.00",6 Tournaments,2019
86,Werder Bremen eSports,"$315,700.00",9 Tournaments,2019
87,Jin Air Green Wings,"$312,746.04",77 Tournaments,2019
88,Tricked eSports,"$300,050.43",21 Tournaments,2019
89,Chaos Esports Club,"$295,225.00",27 Tournaments,2019
90,Vietnamese National Team,"$294,000.00",2 Tournaments,2019
91,ROX Gaming,"$279,857.25",20 Tournaments,2019
92,Team Flash,"$277,675.26",8 Tournaments,2019
93,Seoul Dynasty,"$275,000.00",3 Tournaments,2019
94,NASR eSports,"$274,500.00",4 Tournaments,2019
95,Bigetron eSports,"$274,384.18",10 Tournaments,2019
96,BIG,"$270,032.10",41 Tournaments,2019
97,World Best Gaming,"$269,935.69",9 Tournaments,2019
98,North,"$269,358.67",20 Tournaments,2019
99,Team Queso,"$264,302.90",15 Tournaments,2019
100,Element Mystic,"$264,123.00",6 Tournaments,2019
101,Rex Regum Qeon,"$262,877.40",19 Tournaments,2019
102,INTZ eSports,"$260,931.63",39 Tournaments,2019
103,Black Dragons e-Sports,"$255,834.07",12 Tournaments,2019
104,Actoz Stars,"$250,000.00",1 Tournament,2019
105,VC Gaming,"$248,456.60",2 Tournaments,2019
106,Team Atlantis,"$244,300.51",25 Tournaments,2019
107,Afreeca Freecs,"$243,877.06",42 Tournaments,2019
108,Riot Squad Esports,"$232,575.00",7 Tournaments,2019
109,Chivo SC,"$231,568.64",50 Tournaments,2019
110,CR4ZY,"$230,396.20",15 Tournaments,2019
111,Red Bull eSports,"$229,967.55",8 Tournaments,2019
112,Griffin,"$229,752.44",5 Tournaments,2019
113,Triumphant Song Gaming,"$228,405.87",79 Tournaments,2019
114,Shanghai Dragons,"$225,000.00",2 Tournaments,2019
115,DetonatioN,"$224,214.38",9 Tournaments,2019
116,J.Storm,"$223,600.00",10 Tournaments,2019
117,Method,"$222,900.00",24 Tournaments,2019
118,Dragon Phoenix Gaming,"$221,787.50",11 Tournaments,2019
119,MCES,"$220,605.68",28 Tournaments,2019
120,UYU,"$215,419.12",46 Tournaments,2019
121,Team Unique,"$212,289.85",21 Tournaments,2019
122,DragonX,"$212,229.20",8 Tournaments,2019
123,Hong Kong Attitude,"$211,908.50",6 Tournaments,2019
124,Philadelphia Fusion,"$211,668.50",5 Tournaments,2019
125,Team Dignitas,"$206,694.42",17 Tournaments,2019
126,Enigma6 Group,"$203,875.00",5 Tournaments,2019
127,RunAway,"$197,169.00",7 Tournaments,2019
128,King of Gamers Club,"$196,748.40",3 Tournaments,2019
129,Heroic,"$194,200.00",16 Tournaments,2019
130,Team Singularity,"$190,081.11",54 Tournaments,2019
131,PENTA Sports,"$186,824.62",18 Tournaments,2019
132,TyLoo,"$184,254.00",14 Tournaments,2019
133,TOX Gaming,"$179,000.00",7 Tournaments,2019
134,Echo Fox,"$176,921.09",48 Tournaments,2019
135,Team Alternate,"$173,782.59",22 Tournaments,2019
136,Bilibili Gaming,"$169,637.60",8 Tournaments,2019
137,World Elite,"$168,923.43",6 Tournaments,2019
138,Illuminate,"$165,800.00",6 Tournaments,2019
139,Taiwanese National Team,"$164,325.00",5 Tournaments,2019
140,Giants Gaming,"$163,667.78",26 Tournaments,2019
141,Become Legends,"$163,630.00",11 Tournaments,2019
142,MEGA Esports,"$161,106.07",11 Tournaments,2019
143,TrainHard eSport,"$160,587.72",17 Tournaments,2019
144,Executors One,"$155,650.00",6 Tournaments,2019
145,Team Spirit,"$154,350.40",21 Tournaments,2019
146,Lowkey Esports,"$154,163.34",13 Tournaments,2019
147,Armory Gaming,"$153,547.08",8 Tournaments,2019
148,Sprout,"$152,203.29",15 Tournaments,2019
149,Infantry Clan,"$152,089.35",5 Tournaments,2019
150,DAMWON Gaming,"$151,955.00",4 Tournaments,2019
151,J Team,"$151,177.18",15 Tournaments,2019
152,Wildcard Gaming,"$150,700.00",14 Tournaments,2019
153,Crazy Raccoon,"$150,000.00",2 Tournaments,2019
154,MVP,"$148,726.51",14 Tournaments,2019
155,Elevate,"$148,225.00",10 Tournaments,2019
156,Flash Wolves,"$147,404.80",13 Tournaments,2019
157,Team GamerLegion,"$147,222.97",14 Tournaments,2019
158,Illuminar Gaming,"$145,985.39",19 Tournaments,2019
159,Talon Esports,"$145,578.85",15 Tournaments,2019
160,paiN Gaming,"$144,352.61",23 Tournaments,2019
161,Pittsburgh Knights,"$143,141.25",10 Tournaments,2019
162,DeToNator,"$138,831.40",14 Tournaments,2019
163,HellRaisers,"$137,485.20",11 Tournaments,2019
164,Helsinki REDS,"$133,539.98",11 Tournaments,2019
165,JD Gaming,"$128,880.00",2 Tournaments,2019
166,Mkers,"$127,917.50",45 Tournaments,2019
167,Entity Gaming,"$126,637.68",10 Tournaments,2019
168,Suning,"$125,500.00",3 Tournaments,2019
169,Team Gigantti,"$125,088.27",6 Tournaments,2019
170,HAVU Gaming,"$123,298.17",21 Tournaments,2019
171,Isurus Gaming,"$121,237.71",15 Tournaments,2019
172,Team Adroit,"$120,520.20",9 Tournaments,2019
173,SANDBOX Gaming,"$120,130.50",3 Tournaments,2019
174,BOOM Esports,"$117,186.34",13 Tournaments,2019
175,Team Heretics,"$115,571.34",12 Tournaments,2019
176,Athletico,"$111,616.58",15 Tournaments,2019
177,The Gosu Crew,"$111,566.95",14 Tournaments,2019
178,Team LDLC.com,"$110,600.59",18 Tournaments,2019
179,Team QLASH,"$110,590.56",25 Tournaments,2019
180,Russian National Team,"$109,550.00",5 Tournaments,2019
181,Purple Mood E-Sport,"$109,026.23",10 Tournaments,2019
182,ORDER,"$109,003.22",12 Tournaments,2019
183,O2 Blast,"$106,413.50",4 Tournaments,2019
184,Mazer Gaming,"$106,134.09",11 Tournaments,2019
185,Thailand National Player,"$106,000.00",2 Tournaments,2019
186,Grayhound Gaming,"$104,685.12",9 Tournaments,2019
187,Thai National Team,"$104,225.00",4 Tournaments,2019
188,Immortals,"$101,666.67",5 Tournaments,2019
189,Panda Global,"$101,627.81",92 Tournaments,2019
190,Divine Vendetta,"$100,000.00",1 Tournament,2019
191,FDA Hublot Esports Team,"$100,000.00",1 Tournament,2019
192,Vega Squadron,"$99,919.80",22 Tournaments,2019
193,Chiefs Esports Club,"$98,550.11",27 Tournaments,2019
194,Veloce Esports,"$98,323.76",7 Tournaments,2019
195,Ocean Gaming,"$98,066.40",53 Tournaments,2019
196,Winstrike Team,"$97,979.30",19 Tournaments,2019
197,CYCLOPS athlete gaming,"$95,380.67",13 Tournaments,2019
198,Elite Esports,"$95,285.16",4 Tournaments,2019
199,Unicorns of Love,"$95,188.72",21 Tournaments,2019
200,SinoDragon,"$95,060.00",3 Tournaments,2019
201,Divine Esports,"$94,646.41",5 Tournaments,2019
202,The Rumblers,"$94,000.00",4 Tournaments,2019
203,Da Kun Gaming,"$92,942.50",2 Tournaments,2019
204,VRS Coanda Simsport,"$92,000.00",6 Tournaments,2019
205,Williams Esports,"$90,968.00",10 Tournaments,2019
206,Tianba,"$90,882.42",7 Tournaments,2019
207,Mindfreak,"$90,289.16",15 Tournaments,2019
208,DarkZero Esports,"$90,250.00",7 Tournaments,2019
209,French National Team,"$90,000.00",5 Tournaments,2019
210,Genesis Gaming,"$90,000.00",2 Tournaments,2019
211,Ting,"$89,950.00",17 Tournaments,2019
212,FAV gaming,"$88,374.10",4 Tournaments,2019
213,Beşiktaş e-Sports Club,"$85,168.80",13 Tournaments,2019
214,Alfa Romeo Racing F1 Esports Team,"$85,000.00",1 Tournament,2019
215,FC Barcelona,"$84,437.50",5 Tournaments,2019
216,Team Aster,"$84,146.90",9 Tournaments,2019
217,ARCY,"$84,040.10",15 Tournaments,2019
218,GODSENT,"$83,757.50",6 Tournaments,2019
219,beastcoast,"$83,348.33",16 Tournaments,2019
220,Shoot To Kill,"$79,000.00",3 Tournaments,2019
221,17 Gaming,"$78,957.82",2 Tournaments,2019
222,Simplicity Esports,"$78,680.00",9 Tournaments,2019
223,SJ Gaming,"$77,072.59",15 Tournaments,2019
224,Origen,"$76,800.00",2 Tournaments,2019
225,Korean National Team,"$76,625.00",4 Tournaments,2019
226,Bazaar Gaming,"$75,956.80",2 Tournaments,2019
227,Tribe Gaming,"$75,500.00",3 Tournaments,2019
228,Schalke 04 Esports,"$75,149.57",13 Tournaments,2019
229,LGD Gaming,"$74,187.33",6 Tournaments,2019
230,Young Miracles,"$73,274.00",1 Tournament,2019
231,pro100,"$73,203.60",7 Tournaments,2019
232,Rise Nation,"$72,976.00",11 Tournaments,2019
233,M10 Esports,"$70,800.00",9 Tournaments,2019
234,PSISTORM Gaming,"$70,009.32",65 Tournaments,2019
235,Movistar Riders,"$69,912.82",19 Tournaments,2019
236,CDEC Gaming,"$69,713.00",9 Tournaments,2019
237,Epsilon eSports,"$69,135.15",21 Tournaments,2019
